Games,Sport,Event,TEST,Gender,Athlete(s),CountryCode,CountryName,Medal,Result,Unit,ResultInSeconds,POPULATION,GDP,,,
1924,Rowing,Double Sculls Men,MEN,MEN,"Heini Thoma, Rudolf Bosshard",SUI,Switzerland,Bronze,No result,M:S:DD,No result,3896,19631.253,,,
1924,Rowing,Eights Men,MEN,MEN,"Alfred Wilson, Howard Kingsbury, Leonard Carpenter, John Miller, Al Lindley, James Rockefeller, Benjamin Spock, Laurence Stoddard, Frederick Sheffield",USA,United States of America,Gold,6:33.4,M:S:DD,393.4,114558,713988.54,,,
1924,Rowing,Eights Men,MEN,MEN,"John Smith, Warren Snyder, Norman Taylor, Harold Little, Arthur Bell, Ivor Campbell, William Langford, Robert Hunter, William Wallace",CAN,Canada,Silver,6:49.0,M:S:DD,409,9394,37360.12,,,
1924,Rowing,Eights Men,MEN,MEN,"Pietro Ivanov, Latino Galasso, Giuseppe Grivelli, Vittorio Gliubich, Antonio Cattalinich, Francesco Cattalinich, Simeone Cattalinich, Carlo Toniatti, Bruno Sorich",KIT,Italy,Bronze,No result,M:S:DD,No result,38810,107312.2219,,,
1924,Rowing,Single Sculls Men,MEN,MEN,Jack Beresford,GBR,Great Britain,Gold,7:49.2,M:S:DD,469.2,44915,221024.112,,,
1924,Rowing,Single Sculls Men,MEN,MEN,William Gilmore,USA,United States of America,Silver,7:54.0,M:S:DD,474,114558,713988.54,,,
1924,Rowing,Single Sculls Men,MEN,MEN,Josef Schneider,SUI,Switzerland,Bronze,8:01.1,M:S:DD,481.1,3896,19631.253,,,
1924,Swimming,100m Backstroke Men,MEN,MEN,Warren Kealoha,USA,United States of America,Gold,1:13.2,M:S:DD,73.2,114558,713988.54,,,
1924,Swimming,100m Backstroke Men,MEN,MEN,Paul Wyatt,USA,United States of America,Silver,1:15.4,M:S:DD,75.4,114558,713988.54,,,
1924,Swimming,100m Backstroke Men,MEN,MEN,K?roly Bartha,HUN,Hungary,Bronze,1:17.8,M:S:DD,77.8,8232,15740.10066,,,
2012,Rowing,Lightweight Double Sculls Women,,WOMEN,"Dongxiang XU, Wenyi HUANG",CHN,China,Silver,07:11.9,M:S:DD,431.93,16645.313,369685.7364,,,
2008,Rowing,Lightweight Double Sculls Women,,WOMEN,"Sanna Sten, Minna Nieminen",FIN,Finland,Silver,6:56.03,M:S:DD,416.03,12382.92,13744.15,,,
2004,Rowing,Lightweight Double Sculls Women,,WOMEN,"Claudia Blasberg, Daniela Reimer",GER,Germany,Silver,6:57.33,M:S:DD,417.33,287360.52,1552231.206,,,
1924,Swimming,100m Freestyle Men,MEN,MEN,Johnny Weissmuller,USA,United States of America,Gold,0:59.0,M:S:DD,59,114558,713988.54,,,
1924,Swimming,100m Freestyle Men,MEN,MEN,Duke Kahanamoku,USA,United States of America,Silver,1:01.4,M:S:DD,61.4,114558,713988.54,,,
1924,Swimming,100m Freestyle Men,MEN,MEN,Samuel Kahanamoku,USA,United States of America,Bronze,1:01.8,M:S:DD,61.8,114558,713988.54,,,
2000,Rowing,Lightweight Double Sculls Women,,WOMEN,"Claudia Blasberg, Valerie Viehoff",GER,Germany,Silver,7:02.95,M:S:DD,422.95,289112.747,1287576.346,,,
1996,Rowing,Lightweight Double Sculls Women,,WOMEN,"Lindsay Burns, Teresa Bell",USA,United States of America,Silver,7:14.65,M:S:DD,434.65,269667.391,6803768.743,,,
2012,Athletics,Marathon Women,WOMEN,WOMEN,Priscah JEPTOO,KEN,Kenya,Silver,2:23:12,H:MM:SS,8592.00,20600.856,487488.1085,,,
1924,Swimming,1500m Freestyle Men,MEN,MEN,Andrew Charlton,AUS,Australia,Gold,20:06.6,M:S:DD,1206.6,5819,31524,,,
1924,Swimming,1500m Freestyle Men,MEN,MEN,Arne Borg,SWE,Sweden,Silver,20:41.4,M:S:DD,1241.4,6021,18847.449,,,
1924,Swimming,1500m Freestyle Men,MEN,MEN,Frank Beaurepaire,AUS,Australia,Bronze,21:48.4,M:S:DD,1308.4,5819,31524,,,
1924,Swimming,200m Breaststroke Men,MEN,MEN,Robert Skelton,USA,United States of America,Gold,2:56.6,M:S:DD,176.6,114558,713988.54,,,
1924,Swimming,200m Breaststroke Men,MEN,MEN,Joseph De Combe,BEL,Belgium,Silver,2:59.2,M:S:DD,179.2,7707,35743.435,,,
1924,Swimming,200m Breaststroke Men,MEN,MEN,William Kirschbaum,USA,United States of America,Bronze,3:01.0,M:S:DD,181,114558,713988.54,,,
2008,Athletics,Marathon Women,,WOMEN,Catherine Ndereba,KEN,Kenya,Silver,2:26:56,H:MM:SS,8816,20600.856,473289.4257,,,
2004,Athletics,Marathon Women,,WOMEN,Catherine Ndereba,KEN,Kenya,Silver,2:26:32,H:MM:SS,8792,82424.609,1577423.484,,,
2000,Athletics,Marathon Women,,WOMEN,Lidia Simon,ROM,Romania,Silver,2:23:22,H:MM:SS,8602,59522.468,1199909.823,,,
1924,Swimming,400m Freestyle Men,MEN,MEN,Johnny Weissmuller,USA,United States of America,Gold,5:04.2,M:S:DD,304.2,114558,713988.54,,,
1924,Swimming,400m Freestyle Men,MEN,MEN,Arne Borg,SWE,Sweden,Silver,5:05.6,M:S:DD,305.6,6021,18847.449,,,
1924,Swimming,400m Freestyle Men,MEN,MEN,Andrew Charlton,AUS,Australia,Bronze,5:06.6,M:S:DD,306.6,5819,31524,,,
1996,Athletics,Marathon Women,,WOMEN,Valentina Yegorova,RUS,Russia,Silver,2:28.05,H:MM:SS,8885,290875.61,1137738.988,,,
1992,Athletics,Marathon Women,,WOMEN,Yuko Arimori,JPN,Japan,Silver,2:32:49,H:MM:SS,9169,28523.502,517778.7606,,,
1988,Athletics,Marathon Women,,WOMEN,Lisa Martin,AUS,Australia,Silver,2:25:53,H:MM:SS,8753,51422.963,0,,,
1984,Athletics,Marathon Women,,WOMEN,Grete Waitz,NOR,Norway,Silver,2:26:18,H:MM:SS,8778,14420.022,214854,,,
2012,Rowing,Quadruple Sculls Women,,WOMEN,"Britta OPPELT, Annekatrin THIELE, Carina BAER, Julia RICHTER",GER,Germany,Silver,06:38.1,M:S:DD,398.09,303824.646,8944193.284,,,
2008,Rowing,Quadruple Sculls Women,,WOMEN,"Annie Vernon, Debbie Flood, Katherine Grainger, Frances Houghton",GBR,Great Britain,Silver,6:17.37,M:S:DD,377.37,82369.548,1624746.189,,,
1924,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Wallace O'Connor, Harrison Glancy, Ralph Breyer, Johnny Weissmuller",USA,United States of America,Gold,9:53.4,M:S:DD,593.4,114558,713988.54,,,
1924,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Andrew Charlton, Maurice Christie, Frank Beaurepaire, Ernest Henry",AUS,Australia,Silver,10:02.2,M:S:DD,602.2,5819,31524,,,
1924,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Arne Borg, ?ke Borg, Georg Werner, Orvar Trolle",SWE,Sweden,Bronze,10:06.8,M:S:DD,606.8,6021,18847.449,,,
1920,Athletics,10000m Men,MEN,MEN,Paavo Nurmi,FIN,Finland,Gold,31:45.8,M:SS:DD,1905.8,3133,5782.045,,,
1920,Athletics,10000m Men,MEN,MEN,Joseph Guillemot,FRA,France,Silver,31:47.2,M:SS:DD,1907.2,39000,125849.919,,,
1920,Athletics,10000m Men,MEN,MEN,James Wilson,GBR,Great Britain,Bronze,31:50.8,M:SS:DD,1910.8,46821,212937.864,,,
1920,Athletics,100m Men,MEN,MEN,Charles Paddock,USA,United States of America,Gold,10.8,#:DD,10.8,106881,593438.301,,,
1920,Athletics,100m Men,MEN,MEN,Morris Kirksey,USA,United States of America,Silver,10.8,#:DD,10.8,106881,593438.301,,,
1920,Athletics,100m Men,MEN,MEN,Harry Edward,GBR,Great Britain,Bronze,11,#:DD,11,46821,212937.864,,,
1920,Athletics,110m Hurdles Men,MEN,MEN,Earl Thomson,CAN,Canada,Gold,14.8,#:DD,14.8,8798,33973.268,,,
1920,Athletics,110m Hurdles Men,MEN,MEN,Harold Barron,USA,United States of America,Silver,15.1,#:DD,15.1,106881,593438.301,,,
1920,Athletics,110m Hurdles Men,MEN,MEN,Frederick Murray,USA,United States of America,Bronze,15.2,#:DD,15.2,106881,593438.301,,,
1920,Athletics,1500m Men,MEN,MEN,Albert Hill,GBR,Great Britain,Gold,4:01.8,M:SS:DD,241.8,46821,212937.864,,,
1920,Athletics,1500m Men,MEN,MEN,Philip Noel-Baker,GBR,Great Britain,Silver,4:02.4,M:SS:DD,242.4,46821,212937.864,,,
1920,Athletics,1500m Men,MEN,MEN,Marion Shields,USA,United States of America,Bronze,4:03.1,M:SS:DD,243.1,106881,593438.301,,,
1920,Athletics,200m Men,MEN,MEN,Allen Woodring,USA,United States of America,Gold,22,#:DD,22,106881,593438.301,,,
1920,Athletics,200m Men,MEN,MEN,Charles Paddock,USA,United States of America,Silver,22.1,#:DD,22.1,106881,593438.301,,,
1920,Athletics,200m Men,MEN,MEN,Harry Edward,GBR,Great Britain,Bronze,22.2,#:DD,22.2,46821,212937.864,,,
1920,Athletics,3000m Steeplechase Men,MEN,MEN,Percy Hodge,GBR,Great Britain,Gold,10:00.4,M:SS:DD,600.4,46821,212937.864,,,
1920,Athletics,3000m Steeplechase Men,MEN,MEN,Patrick Flynn,USA,United States of America,Silver,10:11.4,M:SS:DD,611.4,106881,593438.301,,,
1920,Athletics,3000m Steeplechase Men,MEN,MEN,Ernesto Ambrosini,KIT,Italy,Bronze,10:12.6,M:SS:DD,612.6,37398,96757.32527,,,
1920,Athletics,400m Hurdles Men,MEN,MEN,Frank Loomis,USA,United States of America,Gold,54,#:DD,54,106881,593438.301,,,
1920,Athletics,400m Hurdles Men,MEN,MEN,John Norton,USA,United States of America,Silver,54.3,#:DD,54.3,106881,593438.301,,,
1920,Athletics,400m Hurdles Men,MEN,MEN,August Desch,USA,United States of America,Bronze,54.5,#:DD,54.5,106881,593438.301,,,
1920,Athletics,400m Men,MEN,MEN,Bevil Rudd,SAF,South Africa,Gold,49.6,#:DD,49.6,6583.71,31784.299,,,
1920,Athletics,400m Men,MEN,MEN,Guy Butler,GBR,Great Britain,Silver,49.9,#:DD,49.9,46821,212937.864,,,
1920,Athletics,400m Men,MEN,MEN,Nils Engdahl,SWE,Sweden,Bronze,49.9,#:DD,49.9,5876,16463.238,,,
1920,Athletics,4x100m Relay Men,MEN,MEN,"Morris Kirksey, Loren Murchison, Charles Paddock, Jackson Scholz",USA,United States of America,Gold,42.2,#:DD,42.2,106881,593438.301,,,
1920,Athletics,4x100m Relay Men,MEN,MEN,"Ren? Tirard, Ren? Lorain, Ren? Mourlon, Emile Ali-Khan",FRA,France,Silver,42.6,#:DD,42.6,39000,125849.919,,,
1920,Athletics,4x100m Relay Men,MEN,MEN,"Sven Malm, Agne Holmstr?m, William Petersson, Nils Sandstr?m",SWE,Sweden,Bronze,42.9,#:DD,42.9,5876,16463.238,,,
1920,Athletics,4x400m Relay Men,MEN,MEN,"Guy Butler, Edward Toms, George Renwick, Richard Ripley, Cecil Griffiths, Robert Lindsay, John Ainsworth-Davis, Guy Butler",GBR,Great Britain,Gold,3:22.2,M:SS:DD,202.2,46821,212937.864,,,
1920,Athletics,4x400m Relay Men,MEN,MEN,"Harry Davel, Bevil Rudd, Clarence Oldfield, Jack Oosterlaak",SAF,South Africa,Silver,3:24.2,M:SS:DD,204.2,6583.71,31784.299,,,
1920,Athletics,4x400m Relay Men,MEN,MEN,"Maurice Delvart, Andr? Devaux, Gaston F?ry, G?o Andr?",FRA,France,Bronze,3:24.8,M:SS:DD,204.8,39000,125849.919,,,
1920,Athletics,5000m Men,MEN,MEN,Joseph Guillemot,FRA,France,Gold,14:55.6,M:SS:DD,895.6,39000,125849.919,,,
1920,Athletics,5000m Men,MEN,MEN,Paavo Nurmi,FIN,Finland,Silver,15:00.0,M:SS:DD,900,3133,5782.045,,,
1920,Athletics,5000m Men,MEN,MEN,Erik Backman,SWE,Sweden,Bronze,15:13.0,M:SS:DD,913,5876,16463.238,,,
1920,Athletics,800m Men,MEN,MEN,Albert Hill,GBR,Great Britain,Gold,1:53.4,M:SS:DD,113.4,46821,212937.864,,,
1920,Athletics,800m Men,MEN,MEN,Earl Eby,USA,United States of America,Silver,1:53.6,M:SS:DD,113.6,106881,593438.301,,,
1920,Athletics,800m Men,MEN,MEN,Bevil Rudd,SAF,South Africa,Bronze,1:54.0,M:SS:DD,114,6583.71,31784.299,,,
1920,Athletics,Marathon Men,MEN,MEN,Hannes Kolehmainen,FIN,Finland,Gold,2:32:35,H:MM:SS,9155,3133,5782.045,,,
1920,Athletics,Marathon Men,MEN,MEN,J?ri Lossmann,EST,Estonia,Silver,2:32:48,H:MM:SS,9168,#REF!,11386.25868,,,
1920,Athletics,Marathon Men,MEN,MEN,Valerio Arri,KIT,Italy,Bronze,2:36:32,H:MM:SS,9392,37398,96757.32527,,,
1920,Rowing,Double Sculls Men,MEN,MEN,"Jack Kelly, Paul Costello",USA,United States of America,Gold,7:09.0,M:S:DD,429,106881,593438.301,,,
1920,Rowing,Double Sculls Men,MEN,MEN,"Erminio Dones, Pietro Annoni",KIT,Italy,Silver,7:19.0,M:S:DD,439,37398,96757.32527,,,
1920,Rowing,Double Sculls Men,MEN,MEN,"Gaston Giran, Alfred Pl?",FRA,France,Bronze,7:21.0,M:S:DD,441,39000,125849.919,,,
1920,Rowing,Eights Men,MEN,MEN,"William Jordan, Edward Moore, Alden Sanborn, Virgil Jacomini, Edwin Graves, Clyde King, Donald Johnston, Vincent Gallagher, Sherman Clark",USA,United States of America,Gold,6:05.0,M:S:DD,365,106881,593438.301,,,
1920,Rowing,Eights Men,MEN,MEN,"John Campbell, Sebastian Earl, Robin Johnstone, Richard Lucas, Walter James, Ewart Horsfall, Ralph Shove, Guy Nickalls, Sidney Swann",GBR,Great Britain,Silver,6:05.8,M:S:DD,365.8,46821,212937.864,,,
1920,Rowing,Eights Men,MEN,MEN,"Tollef Tollefsen, Adolf Nilsen, Karl Nag, Theodor Nag, Arne Mortensen, Conrad Olsen, Thoralf Hagen, Thore Michelsen, Haakon Ellingsen",NOR,Norway,Bronze,No result,M:S:DD,No result,2635,7217.425901,,,
1920,Rowing,Single Sculls Men,MEN,MEN,Jack Kelly,USA,United States of America,Gold,7:35.0,M:S:DD,455,106881,593438.301,,,
1920,Rowing,Single Sculls Men,MEN,MEN,Jack Beresford,GBR,Great Britain,Silver,7:36.0,M:S:DD,456,46821,212937.864,,,
1920,Rowing,Single Sculls Men,MEN,MEN,Darcy Hadfield,NZL,New Zealand,Bronze,No result,M:S:DD,No result,1241,7000.791,,,
1920,Swimming,100m Backstroke Men,MEN,MEN,Warren Kealoha,USA,United States of America,Gold,1:15.2,M:S:DD,75.2,106881,593438.301,,,
1920,Swimming,100m Backstroke Men,MEN,MEN,Ray Kegeris,USA,United States of America,Silver,1:16.8,M:S:DD,76.8,106881,593438.301,,,
1920,Swimming,100m Backstroke Men,MEN,MEN,G?rard Blitz,BEL,Belgium,Bronze,1:19.0,M:S:DD,79,7552,29920.975,,,
1920,Swimming,100m Freestyle Men,MEN,MEN,Duke Kahanamoku,USA,United States of America,Gold,1:00.4,M:S:DD,60.4,106881,593438.301,,,
1920,Swimming,100m Freestyle Men,MEN,MEN,Pua Kealoha,USA,United States of America,Silver,1:02.2,M:S:DD,62.2,106881,593438.301,,,
1920,Swimming,100m Freestyle Men,MEN,MEN,William Harris,USA,United States of America,Bronze,1:03.2,M:S:DD,63.2,106881,593438.301,,,
2004,Rowing,Quadruple Sculls Women,,WOMEN,"Debbie Flood, Frances Houghton, Alison Mowbray, Rebecca Romero",GBR,Great Britain,Silver,6:31.26,M:S:DD,391.26,287360.52,1552231.206,,,
2000,Rowing,Quadruple Sculls Women,,WOMEN,"Katherine Grainger, Guin Batten, Miriam Batten, Gillian Lindsay",GBR,Great Britain,Silver,6:21.64,M:S:DD,381.64,22451.921,67480.13816,,,
1996,Rowing,Quadruple Sculls Women,,WOMEN,"Inna Frolova, Olena Ronzhina, Diana Miftakhutdinova, Svetlana Mazy",UKR,Ukraine,Silver,6:30.36,M:S:DD,390.36,18348.078,354521.1781,,,
1920,Swimming,1500m Freestyle Men,MEN,MEN,Norman Ross,USA,United States of America,Gold,22:23.2,M:S:DD,1343.2,106881,593438.301,,,
1920,Swimming,1500m Freestyle Men,MEN,MEN,George Vernot,CAN,Canada,Silver,22:36.4,M:S:DD,1356.4,8798,33973.268,,,
1920,Swimming,1500m Freestyle Men,MEN,MEN,Frank Beaurepaire,AUS,Australia,Bronze,23:04.0,M:S:DD,1384,5358,25534,,,
1920,Swimming,200m Breaststroke Men,MEN,MEN,H?kan Malmroth,SWE,Sweden,Gold,3:04.4,M:S:DD,184.4,5876,16463.238,,,
1920,Swimming,200m Breaststroke Men,MEN,MEN,Thor Henning,SWE,Sweden,Silver,3:09.2,M:S:DD,189.2,5876,16463.238,,,
1920,Swimming,200m Breaststroke Men,MEN,MEN,Arvo Aaltonen,FIN,Finland,Bronze,3:12.2,M:S:DD,192.2,3133,5782.045,,,
1920,Swimming,400m Freestyle Men,MEN,MEN,Norman Ross,USA,United States of America,Gold,5:26.8,M:S:DD,326.8,106881,593438.301,,,
1920,Swimming,400m Freestyle Men,MEN,MEN,Ludy Langer,USA,United States of America,Silver,5:29.0,M:S:DD,329,106881,593438.301,,,
1920,Swimming,400m Freestyle Men,MEN,MEN,George Vernot,CAN,Canada,Bronze,5:29.6,M:S:DD,329.6,8798,33973.268,,,
1992,Rowing,Quadruple Sculls Women,,WOMEN,"Doina Ignat, Vera Cochelea, Anisoara Dobre-Balan, Constanta Burcica-Pipota",ROM,Romania,Silver,6:24.34,M:S:DD,384.34,256894.189,5985151.501,,,
1988,Rowing,Quadruple Sculls Women,,WOMEN,"Inna Frolova, Antonina Dumcheva, Irina Kalimbet, Svetlana Mazy",URS,Russia,Silver,6:23.47,M:S:DD,383.47,55873.463,961287,,,
2012,Rowing,Single Sculls Women,,WOMEN,Fie Udby ERICHSEN,DEN,Denmark,Silver,07:57.7,M:S:DD,477.72,9930.915,84794.5495,,,
1920,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Perry McGillivray, Norman Ross, Pua Kealoha, Duke Kahanamoku",USA,United States of America,Gold,10:04.4,M:S:DD,604.4,106881,593438.301,,,
1920,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Frank Beaurepaire, William Herald, Henry Hay, Ivan Stedman",AUS,Australia,Silver,10:25.4,M:S:DD,625.4,5358,25534,,,
1920,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Henry Taylor, Edward Peter, Harold Annison, Leslie Savage",GBR,Great Britain,Bronze,10:37.2,M:S:DD,637.2,46821,212937.864,,,
1912,Athletics,10000m Men,MEN,MEN,Hannes Kolehmainen,FIN,Finland,Gold,31:20.8,M:SS:DD,1880.8,2998,6063.161,,,
1912,Athletics,10000m Men,MEN,MEN,Lewis Tewanima,USA,United States of America,Silver,32:06.6,M:SS:DD,1926.6,95703,497722.446,,,
1912,Athletics,10000m Men,MEN,MEN,Albin Stenroos,FIN,Finland,Bronze,32:21.8,M:SS:DD,1941.8,2998,6063.161,,,
1912,Athletics,100m Men,MEN,MEN,Ralph Craig,USA,United States of America,Gold,10.8,#:DD,10.8,95703,497722.446,,,
1912,Athletics,100m Men,MEN,MEN,Alvah Meyer,USA,United States of America,Silver,10.9,#:DD,10.9,95703,497722.446,,,
1912,Athletics,100m Men,MEN,MEN,Donald Lippincott,USA,United States of America,Bronze,10.9,#:DD,10.9,95703,497722.446,,,
1912,Athletics,110m Hurdles Men,MEN,MEN,Fred Kelly,USA,United States of America,Gold,15.1,#:DD,15.1,95703,497722.446,,,
1912,Athletics,110m Hurdles Men,MEN,MEN,James Wendell,USA,United States of America,Silver,15.2,#:DD,15.2,95703,497722.446,,,
1912,Athletics,110m Hurdles Men,MEN,MEN,Martin Hawkins,USA,United States of America,Bronze,15.3,#:DD,15.3,95703,497722.446,,,
1912,Athletics,1500m Men,MEN,MEN,Arnold Jackson,GBR,Great Britain,Gold,3:56.8,M:SS:DD,236.8,45426,216307.134,,,
1912,Athletics,1500m Men,MEN,MEN,Abel Kiviat,USA,United States of America,Silver,3:56.9,M:SS:DD,236.9,95703,497722.446,,,
1912,Athletics,1500m Men,MEN,MEN,Norman Taber,USA,United States of America,Bronze,3:56.9,M:SS:DD,236.9,95703,497722.446,,,
1912,Athletics,200m Men,MEN,MEN,Ralph Craig,USA,United States of America,Gold,21.7,#:DD,21.7,95703,497722.446,,,
1912,Athletics,200m Men,MEN,MEN,Donald Lippincott,USA,United States of America,Silver,21.8,#:DD,21.8,95703,497722.446,,,
1912,Athletics,200m Men,MEN,MEN,Willie Applegarth,GBR,Great Britain,Bronze,22,#:DD,22,45426,216307.134,,,
1912,Athletics,400m Men,MEN,MEN,Charles Reidpath,USA,United States of America,Gold,48.2,#:DD,48.2,95703,497722.446,,,
1912,Athletics,400m Men,MEN,MEN,Hanns Braun,DEU,Germany,Silver,48.3,#:DD,48.3,64457,227126.724,,,
1912,Athletics,400m Men,MEN,MEN,Edward Lindberg,USA,United States of America,Bronze,48.4,#:DD,48.4,95703,497722.446,,,
1912,Athletics,4x100m Relay Men,MEN,MEN,"David Jacobs, Henry Macintosh, Vic d'Arcy, Willie Applegarth",GBR,Great Britain,Gold,42.4,#:DD,42.4,45426,216307.134,,,
1912,Athletics,4x100m Relay Men,MEN,MEN,"Knut Lindberg, Charles Luther, Ivan M?ller, Ture Persson",SWE,Sweden,Silver,42.6,#:DD,42.6,5583,17107.149,,,
1912,Athletics,4x400m Relay Men,MEN,MEN,"Melvin Sheppard, Ted Meredith, Charles Reidpath, Edward Lindberg",USA,United States of America,Gold,3:16.6,M:SS:DD,196.6,95703,497722.446,,,
1912,Athletics,4x400m Relay Men,MEN,MEN,"Charles Lelong, Pierre Failliot, Robert Schurrer, Charles Poulenard",FRA,France,Silver,3:20.7,M:SS:DD,200.7,41359,145355.934,,,
1912,Athletics,4x400m Relay Men,MEN,MEN,"James Soutter, Cyril Seedhouse, George Nicol, Ernest Henley",GBR,Great Britain,Bronze,3:23.2,M:SS:DD,203.2,45426,216307.134,,,
1912,Athletics,5000m Men,MEN,MEN,Hannes Kolehmainen,FIN,Finland,Gold,14:36.6,M:SS:DD,876.6,2998,6063.161,,,
1912,Athletics,5000m Men,MEN,MEN,Jean Bouin,FRA,France,Silver,14:36.7,M:SS:DD,876.7,41359,145355.934,,,
1912,Athletics,5000m Men,MEN,MEN,George Hutson,GBR,Great Britain,Bronze,15:07.6,M:SS:DD,907.6,45426,216307.134,,,
1912,Athletics,800m Men,MEN,MEN,Ted Meredith,USA,United States of America,Gold,1:51.9,M:SS:DD,111.9,95703,497722.446,,,
1912,Athletics,800m Men,MEN,MEN,Melvin Sheppard,USA,United States of America,Silver,1:52.0,M:SS:DD,112,95703,497722.446,,,
1912,Athletics,800m Men,MEN,MEN,Ira Davenport,USA,United States of America,Bronze,1:52.0,M:SS:DD,112,95703,497722.446,,,
1912,Athletics,Marathon Men,MEN,MEN,Kennedy McArthur,SAF,South Africa,Gold,2:36:54,H:MM:SS,9414,5845.35,30525.64076,,,
1912,Athletics,Marathon Men,MEN,MEN,Christian Gitsham,SAF,South Africa,Silver,2:37:52,H:MM:SS,9472,5845.35,30525.64076,,,
1912,Athletics,Marathon Men,MEN,MEN,Gaston Strobino,USA,United States of America,Bronze,2:38:42,H:MM:SS,9522,95703,497722.446,,,
1912,Rowing,Eights Men,MEN,MEN,"Sidney Swann, Philip Fleming, Henry Wells, Leslie Wormwald, Stanley Garton, Angus Gillan, Ewart Horsfall, Alister Kirby, Edgar Burgess",GBR,Great Britain,Gold,6:15.0,M:S:DD,375,45426,216307.134,,,
1912,Rowing,Eights Men,MEN,MEN,"Beaufort Burdekin, Robert Bourne, William Fison, Thomas Gillespie, John Walker, Arthur Wiggins, Charles Littlejohn, William Parker, Frederick Pitman",GBR,Great Britain,Silver,6:19.0,M:S:DD,379,45426,216307.134,,,
1912,Rowing,Eights Men,MEN,MEN,"Rudolf Reichelt, Kurt Runge, Hans Matthiae, Max Vetter, Otto Liebing, Max Br?ske, Fritz Bartholom?, Willi Bartholom?, Werner Dehn",DEU,Germany,Bronze,No result,M:S:DD,No result,64457,227126.724,,,
1912,Rowing,Single Sculls Men,MEN,MEN,Wally Kinnear,GBR,Great Britain,Gold,7:47.6,M:S:DD,467.6,45426,216307.134,,,
1912,Rowing,Single Sculls Men,MEN,MEN,Polydore Veirman,BEL,Belgium,Silver,7:56.0,M:S:DD,476,7590,31926.489,,,
1912,Rowing,Single Sculls Men,MEN,MEN,Hugo Kusick,EST,Estonia,Bronze,No result,M:S:DD,No result,#REF!,11272.68075,,,
1912,Rowing,Single Sculls Men,MEN,MEN,Everard Butler,CAN,Canada,Bronze,No result,M:S:DD,No result,7602,33274.948,,,
1912,Swimming,100m Backstroke Men,MEN,MEN,Harry Hebner,USA,United States of America,Gold,1:21.2,M:S:DD,81.2,95703,497722.446,,,
1912,Swimming,100m Backstroke Men,MEN,MEN,Otto Fahr,DEU,Germany,Silver,1:22.4,M:S:DD,82.4,64457,227126.724,,,
1912,Swimming,100m Backstroke Men,MEN,MEN,Paul Kellner,DEU,Germany,Bronze,1:24.0,M:S:DD,84,64457,227126.724,,,
1912,Swimming,100m Freestyle Men,MEN,MEN,Duke Kahanamoku,USA,United States of America,Gold,1:03.4,M:S:DD,63.4,95703,497722.446,,,
1912,Swimming,100m Freestyle Men,MEN,MEN,Cecil Healy,ANZ,Australia,Silver,1:04.6,M:S:DD,64.6,4661,23764,,,
1912,Swimming,100m Freestyle Men,MEN,MEN,Ken Huszagh,USA,United States of America,Bronze,1:05.6,M:S:DD,65.6,95703,497722.446,,,
2008,Rowing,Single Sculls Women,,WOMEN,Michelle Guerette,USA,United States of America,Silver,7:22.78,M:S:DD,442.78,303824.646,8683682.8,,,
2004,Rowing,Single Sculls Women,,WOMEN,Yekaterina Khodotovich,BLR,Belarus,Silver,7:22.04,M:S:DD,442.04,82424.609,1577423.484,,,
2000,Rowing,Single Sculls Women,,WOMEN,Rumyana Neykova,BUL,Bulgaria,Silver,7:28.15,M:S:DD,448.15,5337.416,122579.8959,,,
1912,Swimming,1500m Freestyle Men,MEN,MEN,George Hodgson,CAN,Canada,Gold,22:00.0,M:S:DD,1320,7602,33274.948,,,
1912,Swimming,1500m Freestyle Men,MEN,MEN,John Hatfield,GBR,Great Britain,Silver,22:39.0,M:S:DD,1359,45426,216307.134,,,
1912,Swimming,1500m Freestyle Men,MEN,MEN,Harold Hardwick,ANZ,Australia,Bronze,23:15.4,M:S:DD,1395.4,4661,23764,,,
1912,Swimming,200m Breaststroke Men,MEN,MEN,Walther Bathe,DEU,Germany,Gold,3:01.8,M:S:DD,181.8,64457,227126.724,,,
1912,Swimming,200m Breaststroke Men,MEN,MEN,Willy L?tzow,DEU,Germany,Silver,3:05.0,M:S:DD,185,64457,227126.724,,,
1912,Swimming,200m Breaststroke Men,MEN,MEN,Kurt Malisch,DEU,Germany,Bronze,3:08.0,M:S:DD,188,64457,227126.724,,,
1912,Swimming,400m Freestyle Men,MEN,MEN,George Hodgson,CAN,Canada,Gold,5:24.4,M:S:DD,324.4,7602,33274.948,,,
1912,Swimming,400m Freestyle Men,MEN,MEN,John Hatfield,GBR,Great Britain,Silver,5:25.8,M:S:DD,325.8,45426,216307.134,,,
1912,Swimming,400m Freestyle Men,MEN,MEN,Harold Hardwick,ANZ,Australia,Bronze,5:31.2,M:S:DD,331.2,4661,23764,,,
1996,Rowing,Single Sculls Women,,WOMEN,Silken Laumann,CAN,Canada,Silver,7:35.15,M:S:DD,455.15,1217550,3521141,,,
