pnum,firm,performance,inv_num,avg_similarity
6107824,ALTR,26,"['05754063-1', '05121006-1', '05128565-1', '05592102-1', '05977793-4', '05872529-1', '05001368-1', '05315172-1']",
6107822,ALTR,33,"['05341308-1', '05001368-1']",
6107820,ALTR,20,"['05293623-2', '05315172-1']",
6102964,ALTR,34,"['05341308-1', '05631576-1', '05631576-2']",
6097211,ALTR,46,"['05200920-3', '06031391-1']",
6094064,ALTR,5,"['05293623-2', '05872529-1', '05315172-1']",
6091258,ALTR,10,"['05754063-1', '05128565-1', '05001368-1']",
6091102,ALTR,29,"['05138576-1', '05943267-1']",
6084427,ALTR,19,"['05754063-1', '05121006-1', '05592102-1']",
6127846,ALTR,1,"['05166604-1', '05128565-1', '05001368-1', '05341044-4']",
6081449,ALTR,3,"['05138576-1', '05943267-1']",
6078521,ALTR,6,"['03912558-3', '05138576-1']",
6076179,ALTR,4,"['05200920-4', '04806852-1']",
6072358,ALTR,3,"['04336448-2', '06072358-4', '05483178-1', '06072358-5', '06072358-3']",
6069487,ALTR,24,"['05121006-1', '05592102-1', '04677318-1', '05977793-4', '05001368-1', '05315172-1']",
6064599,ALTR,10,"['05166604-1', '05128565-1', '05066873-3', '05550782-6', '05274581-2', '05001368-1', '05341044-4']",
6127844,ALTR,3,"['05592102-3', '04701636-2', '05550782-6', '05001368-1']",
6060903,ALTR,10,"['05638008-1', '05163070-1']",
6058452,ALTR,11,"['05638008-1', '05163070-1']",
6057707,ALTR,6,"['05477474-2', '06057707-2']",
6052327,ALTR,24,"['05592102-1', '04677318-1', '05872529-1', '05001368-1', '05315172-1']",
6052755,ALTR,20,"['05543730-6', '05163070-1']",
6052309,ALTR,3,"['03912558-3', '05138576-1']",
6049225,ALTR,9,"['05550782-6', '05001368-1', '05315172-1']",
6049223,ALTR,27,"['05166604-2', '05570040-2']",
6043676,ALTR,9,"['05983277-2', '05121006-1', '05341308-1']",
6127217,ALTR,7,"['06127217-2', '06038171-1', '05138576-1', '05904524-1']",
6037829,ALTR,4,"['04511811-1', '05315172-1']",
6034857,ALTR,4,"['04831573-1', '05036473-1', '05317210-1', '04099236-2']",
6034536,ALTR,21,"['05754063-1', '05128565-1', '05001368-1']",
6031391,ALTR,22,"['05200920-3', '06031391-1']",
6029236,ALTR,16,"['05809281-2', '04912345-1']",
6028809,ALTR,4,"['05754063-1', '05477474-2']",
6028808,ALTR,4,"['05166604-1', '05128565-1', '05066873-3', '05550782-6', '05274581-2', '05001368-1', '05341044-4']",
6028787,ALTR,9,"['03912558-3', '05138576-1']",
6026226,ALTR,66,"['05200920-3', '05983277-2', '05768562-2', '05241224-3', '06026226-2']",
6025737,ALTR,32,"['06025737-3', '03861323-1', '05317210-1', '05693540-4']",
6023439,ALTR,3,"['05166604-1', '05128565-1', '05066873-3', '05550782-6', '05274581-2', '05001368-1', '05341044-4']",
6020760,ALTR,45,"['04831573-1', '05036473-1', '05317210-1', '04099236-2']",
6020758,ALTR,47,"['04831573-1', '05317210-1']",
6018490,ALTR,7,"['05166604-1', '05128565-1', '05066873-3', '05550782-6', '05274581-2', '05001368-1', '05341044-4']",
6122209,ALTR,13,"['05949710-1', '03912558-3', '03861323-1', '04019908-1', '05317210-1', '05138576-1']",
6018476,ALTR,25,"['03912558-3', '05138576-1']",
6014334,ALTR,25,"['04831573-1', '05317210-1']",
6011744,ALTR,49,"['05455525-2', '04831573-1', '05036473-1', '05317210-1', '04099236-2']",
6011730,ALTR,23,"['05455525-2', '04831573-1', '05036473-1', '05317210-1', '04099236-2']",
6121790,ALTR,4,"['05754063-1', '05128565-1', '05293623-2', '06121790-5', '05001368-1']",
6120550,ALTR,7,"['06110223-2', '05477474-1']",
6128692,ALTR,12,"['06128692-6', '06128692-7', '04701636-2', '05550782-6', '05274581-2', '05001368-1', '05555214-2']",
6977431,AMKR,6,"['06521987-5', '06977431-0']",
6967395,AMKR,4,"['05482736-2', '05164242-1', '04684055-2']",
6967124,AMKR,1,"['06337228-3', '05861076-2']",
6965159,AMKR,2,"['05903051-1', '06570825-1']",
6965157,AMKR,2,"['06281568-3', '06847103-0']",
6962829,AMKR,3,"['05620928-2', '05482736-2', '04684055-2']",
6953988,AMKR,6,"['06448633-1', '06448633-6', '06700187-1', '05740956-1', '06448633-2']",
6946316,AMKR,5,"['05164242-1', '04684055-2']",
6943429,AMKR,0,"['05482736-2', '05164242-1', '04684055-2']",
6936922,AMKR,3,"['06469258-1', '06936922-4', '06750545-2', '05986334-1', '06833619-4', '05502872-2']",
6930378,AMKR,20,"['05956589-1', '05767480-3']",
6930257,AMKR,5,"['06747352-2', '06337228-3', '05861076-2']",
6927483,AMKR,5,"['06469258-1', '05689464-4', '06750545-1']",
6930256,AMKR,12,"['06337228-3', '05861076-2']",
6919631,AMKR,17,"['06472758-3', '05183205-1']",
6921967,AMKR,0,"['06921967-6', '06921967-0', '06921967-4', '06921967-1', '06921967-5', '06921967-2', '06921967-3']",
6919620,AMKR,1,"['06281568-3', '05903051-1', '06570825-1']",
6911718,AMKR,2,"['06911718-2', '06911718-3', '06911718-1', '06911718-0']",
6910635,AMKR,9,"['05903051-1', '06570825-1']",
6905914,AMKR,5,"['05381042-2', '06337228-3', '05861076-2']",
6900527,AMKR,1,"['04959318-1', '06319827-3', '05903051-1', '05661088-2', '05764484-2', '05183205-1']",
6897550,AMKR,2,"['06646290-3', '06897550-0', '06897550-2', '06897550-1']",
6889813,AMKR,0,"['04241298-1', '04087308-2']",
6888242,AMKR,0,"['06888242-1', '06888242-2', '06448633-8']",
6885086,AMKR,5,"['06608366-3', '06847099-1', '05454905-1', '06258629-3', '05949138-1', '06608366-6']",
6884695,AMKR,0,"['06620862-1', '06200830-3']",
6879034,AMKR,2,"['06469258-1', '06469258-8', '06750545-1']",
6876068,AMKR,2,"['06469258-1', '04959318-1', '06876068-2', '06876068-4', '05689464-4', '06750545-1', '06876068-3']",
6875379,AMKR,0,"['05164242-1', '04684055-2']",
6873032,AMKR,4,"['06597059-1', '05183205-1', '05530281-1']",
6873041,AMKR,8,"['06198163-2', '06630726-4', '05318451-5', '06608366-6']",
6869861,AMKR,4,"['05482736-2', '05164242-1', '04684055-2']",
6867071,AMKR,0,"['06469258-1', '06867071-2', '06555899-2']",
6861720,AMKR,0,"['05307981-1', '06340846-3']",
6858919,AMKR,11,"['06448633-1', '06448633-6', '06700187-1', '05740956-1', '06448633-2']",
6853060,AMKR,5,"['06822323-3', '06853060-1', '06853060-2']",
6849916,AMKR,9,"['05482736-2', '05164242-1', '04684055-2']",
6847103,AMKR,7,"['06281568-3', '06847103-0']",
6847099,AMKR,2,"['06847099-2', '06847099-1', '06847099-3', '06258629-3']",
6844615,AMKR,4,"['06459147-2', '06756658-4']",
6841874,AMKR,1,"['06589801-3', '06700187-1', '05740956-1']",
6841414,AMKR,11,"['06258629-3', '06448633-4', '06611047-1', '06469258-2']",
6833619,AMKR,3,"['06750545-2', '06750545-1', '06833619-4', '05502872-2']",
6833609,AMKR,1,"['06331451-1', '06147410-8', '05152451-1']",
6831371,AMKR,4,"['06337228-3', '05861076-2']",
6830955,AMKR,6,"['06395578-2', '05588054-2', '06395578-4', '06340846-4', '06395578-1']",
6825062,AMKR,3,"['06448633-5', '06448633-1', '06448633-6', '06448633-3', '06225379-1', '06448633-8', '06448633-4', '06448633-2']",
6822323,AMKR,3,"['06822323-1', '05976719-2', '06822323-3']",
6816523,AMKR,0,"['05482736-2', '05164242-1', '04684055-2']",
6816032,AMKR,1,"['05173835-3', '04999597-1']",
6807218,AMKR,1,"['06207467-2', '05431332-2', '05152451-1']",
6803254,AMKR,5,"['05473512-3', '06642610-3', '06642610-1']",
6798049,AMKR,14,"['06515356-3', '05641946-1', '05986334-1', '06340846-4', '06469258-4']",
6798047,AMKR,1,"['05903051-1', '04350618-3']",
6794740,AMKR,1,"['06459147-2', '06756658-4']",
6784534,AMKR,4,"['05164242-1', '04684055-2', '06340846-4']",
6784376,AMKR,3,"['06337228-3', '05861076-2']",
6777789,AMKR,3,"['05482736-2', '05164242-1', '04684055-2']",
6765801,AMKR,2,"['05482736-2', '04684055-2']",
6762078,AMKR,11,"['06395578-2', '05588054-2', '06395578-4', '06340846-4', '06395578-1']",
6759737,AMKR,21,"['06448633-1', '06448633-6', '06700187-1', '05740956-1', '06448633-2']",
6756658,AMKR,6,"['06459147-2', '06198163-2', '06756658-4', '05318451-5']",
6753597,AMKR,6,"['06476478-2', '05318451-5']",
6750545,AMKR,8,"['06750545-4', '06469258-1', '06750545-2', '06750545-1']",
6747352,AMKR,4,"['06747352-2', '06337228-3', '05861076-2']",
6734419,AMKR,49,"['05482736-2', '05164242-1', '04684055-2']",
6737750,AMKR,59,"['06472758-3', '05183205-1']",
6730536,AMKR,0,"['05482736-2', '05164242-1', '04684055-2']",
6723582,AMKR,7,"['06459147-2', '04684055-2']",
6717822,AMKR,2,"['05903051-1', '05764484-2']",
6717248,AMKR,8,"['06515356-3', '05986334-1', '06469258-7', '06340846-4', '06469258-4']",
6717126,AMKR,0,"['05482736-2', '05164242-1', '04684055-2']",
6710438,AMD,0,"['06599138-2', '06710438-2', '06599138-1']",0
6707168,AMKR,6,"['06614102-2', '05183205-1']",
6707138,AMKR,11,"['06459147-2', '06198163-2', '06459147-4', '06319755-1', '06459147-5', '05318451-5', '06459147-6']",
6696747,AMKR,6,"['06475827-2', '06475827-1']",
6686649,AMKR,13,"['05751552-1', '05045820-3', '06570825-1', '04999597-1', '03958528-1', '04350618-3']",
6686588,AMKR,65,"['05482736-2', '05164242-1', '04684055-2']",
6686580,AMKR,10,"['05482736-2', '05164242-1', '04684055-2']",
6683377,AMKR,74,"['05641946-1', '06340846-4']",
6677663,AMKR,9,"['06448633-1', '06448633-6']",
6677662,AMKR,3,"['06677662-2', '06448633-2']",
6672773,AMKR,4,"['05164242-1', '04684055-2']",
6670698,AMKR,2,"['05482736-2', '05164242-1', '04684055-2']",
6670551,AMKR,0,"['06670551-2', '06670551-1']",
6661080,AMKR,3,"['05482736-2', '05164242-1', '04684055-2']",
6660559,AMKR,13,"['06660559-2', '06337228-3']",
6650019,AMKR,27,"['06472758-3', '06472758-4', '06472758-2', '04684055-2', '06340846-4']",
6646339,AMKR,14,"['06448633-1', '06448633-6']",
6642610,AMKR,7,"['05473512-3', '06642610-3', '06642610-1']",
6646290,AMKR,1,"['06646290-3', '06469258-8', '05689464-4']",
6638789,AMKR,3,"['05482736-2', '05164242-1', '04684055-2']",
6639308,AMKR,4,"['06476478-2', '06469258-8', '05318451-5']",
6632997,AMKR,6,"['06570825-1', '05183205-1']",
6630726,AMKR,12,"['06198163-2', '06630726-4', '05318451-5', '06608366-6']",
6629633,AMKR,1,"['05764484-2', '05164242-1', '04684055-2']",
6627987,AMKR,8,"['05482736-2', '05164242-1', '04684055-2']",
6627976,AMKR,15,"['06469369-1', '06448633-1', '06448633-2']",
6627864,AMKR,20,"['05482736-2', '05164242-1', '04684055-2']",
6624921,AMKR,7,"['05482736-2', '05164242-1', '04684055-2']",
6620862,AMKR,1,"['06620862-1', '06200830-3']",
6624005,AMKR,81,"['05661088-2', '06340846-4']",
6620646,AMKR,2,"['05764484-2', '05164242-1', '04684055-2']",
6616436,AMKR,1,"['06469369-1', '06448633-6', '06525406-9']",
6614102,AMKR,10,"['06614102-2', '05183205-1']",
6611047,AMKR,9,"['06258629-3', '06448633-4', '06611047-1']",
6610167,AMKR,6,"['05482736-2', '05164242-1', '04684055-2']",
6608497,AMKR,0,"['06608497-1', '06608497-2']",
6605866,AMKR,13,"['06476478-2', '06469258-8', '05318451-5']",
6605865,AMKR,0,"['06605865-3', '06605865-2', '06605865-1']",
6603072,AMKR,19,"['06472758-3', '04959318-1']",
6596212,AMKR,0,"['06340846-1', '05431332-2']",
6597059,AMKR,15,"['06597059-1', '05183205-1', '05530281-1']",
6593545,AMKR,4,"['04940181-1', '05431332-2']",
6589801,AMKR,9,"['06479887-2', '06589801-3', '05866939-3', '05764484-2', '06340846-4']",
6586826,AMKR,6,"['05164242-1', '05989984-1', '04684055-2']",
6586824,AMKR,9,"['05482736-2', '05164242-1', '04684055-2']",
6580167,AMKR,10,"['05482736-2', '05164242-1', '04684055-2']",
6580159,AMKR,3,"['06331451-1', '06147410-8', '05152451-1']",
6580153,AMKR,2,"['05482736-2', '05164242-1', '04684055-2']",
6577013,AMKR,74,"['05164242-1', '04684055-2', '06340846-4']",
6577012,AMKR,11,"['04940181-1', '05431332-2']",
6571466,AMKR,19,"['05482736-2', '05164242-1', '04684055-2']",
6572944,AMKR,1,"['05482736-2', '05164242-1', '04684055-2']",
6566164,AMKR,12,"['06459147-2', '04684055-2']",
6570825,AMKR,1,"['06281568-3', '06570825-1']",
6564454,AMKR,29,"['05596485-2', '05164242-1', '04684055-2']",
6555899,AMKR,4,"['06448633-1', '06555899-2', '06448633-2']",
6548759,AMKR,1,"['05482736-2', '05164242-1', '04684055-2']",
6562655,AMKR,7,"['05482736-2', '05164242-1', '04684055-2']",
6546620,AMKR,8,"['05751552-1', '04940181-1', '06356453-3']",
6545345,AMKR,57,"['05482736-2', '05164242-1', '04684055-2']",
6534391,AMKR,19,"['06337228-3', '05861076-2']",
6532157,AMKR,9,"['05482736-2', '05164242-1', '04684055-2']",
6534338,AMKR,5,"['06340846-1', '04940181-1', '04350618-3']",
6531784,AMKR,44,"['05641946-1', '06472758-4', '06340846-4']",
6530515,AMKR,35,"['05482736-2', '05164242-1', '04684055-2']",
6528875,AMKR,8,"['05482736-2', '05164242-1', '04684055-2']",
6528869,AMKR,41,"['05482736-2', '04684055-2']",
6528857,AMKR,3,"['05764484-2', '05164242-1', '04684055-2']",
6526653,AMKR,9,"['05164242-1', '04684055-2']",
6525406,AMKR,12,"['06469369-1', '06448633-1', '06448633-3', '06525406-6', '06525406-9', '06475827-2', '06525406-2', '06475827-1', '06448633-2']",
6522015,AMKR,13,"['05482736-2', '05164242-1', '04684055-2']",
6521982,AMKR,8,"['06459147-2', '06198163-2', '05318451-5']",
6521987,AMKR,23,"['06281568-3', '06521987-5', '06448633-1', '05623395-2', '04684055-2']",
6515356,AMKR,27,"['06515356-3', '05986334-1', '06469258-7', '06340846-4', '06469258-4']",
6515269,AMKR,9,"['05482736-2', '05164242-1', '06407381-3']",
6512288,AMKR,2,"['06395578-2', '06395578-4', '06512288-3', '06340846-4', '06395578-1']",
6512219,AMKR,17,"['05482736-2', '05164242-1', '06407381-3']",
6509560,AMKR,8,"['05764484-2', '05164242-1', '04684055-2']",
6507102,AMKR,7,"['04940181-1', '05650593-1', '06337228-3']",
6503780,AMKR,74,"['05164242-1', '04684055-2', '06407381-3']",
6501184,AMKR,18,"['06395578-2', '05588054-2', '06395578-4', '06340846-4', '06395578-1']",
6494361,AMKR,3,"['05751552-1', '05969461-5']",
6492699,AMKR,25,"['05164242-1', '04684055-2']",
6489667,AMKR,10,"['05473512-3', '06462274-2', '05641946-1', '05183205-1', '06340846-4']",
6486545,AMKR,5,"['05482736-2', '05164242-1', '04684055-2']",
6483030,AMKR,28,"['05164242-1', '04684055-2']",
6479887,AMKR,15,"['06479887-2', '05866939-3']",
6476478,AMKR,6,"['06476478-2', '06309943-3']",
6476331,AMKR,9,"['06476331-2', '05917855-1']",
6475827,AMKR,7,"['06475827-2', '06475827-1']",
6472758,AMKR,42,"['06472758-3', '06472758-4', '06472758-2', '04684055-2', '06340846-4']",
6462274,AMKR,50,"['05646828-3', '06462274-2', '05641946-1', '05183205-1', '06340846-4']",
6469258,AMKR,8,"['06469258-3', '06469258-1', '06469258-8', '05986334-1', '06469258-7', '06469258-2', '05854511-2', '06469258-4']",
6459147,AMKR,12,"['06459147-2', '06459147-4', '06319755-1', '06459147-5', '05318451-5', '06459147-6']",
6455927,AMKR,30,"['05482736-2', '05164242-1', '04684055-2']",
6455356,AMKR,28,"['06281568-5', '06281568-3', '06281568-4', '05623395-2', '04684055-2']",
6452278,AMKR,37,"['06452278-3', '05318451-5', '06340846-4']",
6448633,AMKR,82,"['06448633-5', '06448633-1', '06448633-6', '06448633-3', '06225379-1', '06448633-8', '06448633-4', '06448633-2']",
6448506,AMKR,18,"['05596485-2', '05164242-1', '04684055-2']",
6445075,AMKR,3,"['05751552-1', '05969461-5']",
6444499,AMKR,80,"['06309943-3', '04684055-2']",
6441504,AMKR,17,"['06309943-3', '05164242-1', '04684055-2']",
6429513,AMKR,11,"['06429513-1', '04959318-1', '05164242-1', '04684055-2']",
6428641,AMKR,4,"['06428641-3', '05866939-3', '06428641-4', '06428641-2']",
6426277,AMKR,2,"['04965214-5', '06426277-2']",
6424315,AMKR,47,"['05164242-1', '04684055-2']",
6424023,AMKR,9,"['06424023-1', '06424023-3', '06424023-2']",
6399463,AMKR,13,"['05482736-2', '05164242-1', '04684055-2']",
6399418,AMKR,21,"['05482736-2', '05164242-1', '04684055-2']",
6396130,AMKR,6,"['06198163-2', '05318451-5']",
6396043,AMKR,24,"['05482736-2', '05164242-1', '04684055-2']",
6395578,AMKR,104,"['06395578-2', '05588054-2', '06395578-4', '06340846-4', '06395578-1']",
6389687,AMKR,17,"['05164242-1', '04684055-2']",
6417576,AMKR,3,"['04940181-1', '06417576-1', '04350618-3']",
6356453,AMKR,13,"['05751552-1', '04940181-1', '06356453-3']",
6342406,AMKR,47,"['05482736-2', '05164242-1', '04684055-2']",
6340846,AMKR,69,"['06340846-1', '04940181-1', '06340846-3', '04684055-2', '06340846-4']",
6339252,AMKR,8,"['06258629-1', '06258629-3', '06258629-2', '05318451-5', '06258629-4']",
6337228,AMKR,6,"['04940181-1', '05650593-1', '06337228-3']",
6331451,AMKR,26,"['06331451-1', '06147410-8', '05152451-1']",
6329606,AMKR,163,"['04700276-1', '05852870-3', '05635671-2']",
6309943,AMKR,16,"['06309943-3', '05164242-1', '04684055-2']",
6309916,AMKR,35,"['05381042-2', '06309916-2', '05318451-5']",
6291884,AMKR,60,"['05482736-2', '04684055-2']",
6281568,AMKR,188,"['06281568-5', '06281568-3', '06281568-4', '05623395-2', '04684055-2']",
6266197,AMKR,106,"['05164242-1', '04684055-2']",
6258629,AMKR,67,"['06258629-1', '06258629-3', '06258629-2', '05318451-5', '06258629-4']",
6255176,AMKR,12,"['06255176-1', '06255176-2']",
6228676,AMKR,37,"['05620928-2', '05482736-2', '04684055-2']",
6414396,AMKR,17,"['05473512-3', '05641946-1', '05183205-1', '06340846-4']",
6201305,AMKR,39,"['06201305-3', '04940181-2', '05152451-1']",
6198163,AMKR,35,"['06198163-2', '05318451-5']",
6150709,AMKR,16,"['05646828-3', '05661338-5', '05866939-3', '05866939-4', '05723899-1']",
6124637,AMKR,45,"['04700276-1', '05152451-1']",
6117705,AMKR,61,"['05620928-2', '05482736-2', '04684055-2']",
6034429,AMKR,26,"['05620928-2', '05482736-2', '04684055-2']",
6020218,AMKR,31,"['05641946-1', '05767446-1']",
6407381,AMKR,84,"['05164242-1', '04684055-2', '06407381-3']",
6021563,AMKR,10,"['05641946-1', '05708567-2']",
6404046,AMKR,10,"['05989984-1', '04684055-2']",
6406934,AMKR,10,"['05164242-1', '04684055-2', '06340846-4']",
6420776,AMKR,10,"['05482736-2', '05164242-1', '04684055-2']",
6937102,ANAD,15,"['06559722-3', '05428837-3', '04691331-1']",
6856004,ANAD,1,"['06856004-0', '06856004-2', '06760900-1', '06583679-2']",
6853526,ANAD,0,"['06404284-1', '04836681-1']",
6842075,ANAD,15,"['06404284-1', '05424676-1']",
6803824,ANAD,12,"['06760900-1', '06583679-2', '06803824-3', '06803824-2']",
6760900,ANAD,3,"['06760900-1', '06583679-2']",
6759922,ANAD,2,"['05774017-1', '06759922-2']",
6753734,ANAD,16,"['05424676-1', '06016076-1']",
6719518,ANAD,0,"['06719518-3', '06719518-4', '06719518-1', '06719518-2']",
6645790,ANAD,2,"['06645790-2', '06645790-3', '04479100-1', '06645790-4']",
6664500,ANAD,4,"['06664500-1', '06664500-2']",
6642578,ANAD,14,"['06642578-1', '06642578-2']",
6580321,ANAD,7,"['05424676-1', '05315156-1', '05428837-3', '06016076-1']",
6559722,ANAD,6,"['06559722-3', '05428837-3', '04691331-1']",
6554949,ANAD,1,"['05408322-2', '06491083-2']",
6491083,ANAD,1,"['05408322-2', '06491083-2']",
6437585,ANAD,0,"['06437585-2', '06437585-1']",
6415843,ANAD,4,"['05408322-2', '06415843-2']",
6169442,ADI,32,"['05339021-1', '05422583-1', '06169442-1']",
6166831,ADI,24,"['05552883-5', '04912537-1']",
6163579,ADI,32,"['06163579-1', '05124596-1']",
6163290,ADI,3,"['05534794-1', '05861831-4']",
6154027,ADI,6,"['06154027-1', '06154027-3', '05986450-2']",
6194958,ADI,5,"['05079527-1', '05422601-3']",
6147531,ADI,7,"['05373400-1', '05262685-2']",
6147528,ADI,2,"['05745060-2', '04287515-2']",
6144981,ADI,1,"['05373400-1', '05262685-2']",
6141671,ADI,18,"['05471411-3', '04316060-1', '05404142-2']",
6133753,ADI,16,"['05339021-1', '06133753-3', '06133753-2']",
6124813,ADI,26,"['06124813-2', '04983929-2', '05113362-1', '05187448-1']",
6194886,ADI,4,"['03882484-1', '05637993-1', '05869995-1', '06194886-1']",
6122961,ADI,46,"['04655096-2', '04565941-2']",
6118301,ADI,7,"['05120990-1', '06118301-1', '06118301-3']",
6118326,ADI,13,"['05789981-1', '06060937-2']",
6107868,ADI,25,"['05910930-2', '05613259-5']",
6107889,ADI,18,"['06107889-2', '06107889-1']",
6192757,ADI,25,"['03882484-1', '05326726-1', '05345824-1', '05314572-1']",
6097239,ADI,34,"['05631598-1', '05422583-1', '04338591-1']",
6088390,ADI,13,"['05353310-1', '05631610-1', '05262714-1']",
6087882,ADI,14,"['06087882-3', '06087882-1', '04484111-2']",
6072676,ADI,3,"['03882484-1', '04806189-2', '06072676-2']",
6191619,ADI,2,"['05534794-1', '05861831-4']",
6064199,ADI,7,"['03882484-1', '04402294-2']",
6064187,ADI,39,"['05402060-1', '06064187-4', '05195827-1', '05198969-1']",
6061010,ADI,15,"['06061010-2', '04316060-1']",
6060933,ADI,2,"['04973978-1', '04970470-1']",
6060937,ADI,2,"['05789981-1', '06060937-2']",
6054780,ADI,18,"['04484111-2', '05986450-2']",
6043718,ADI,10,"['05910930-2', '05613259-5']",
6040793,ADI,43,"['03896275-1', '05055843-1']",
6031868,ADI,6,"['05030954-1', '04983929-2']",
6028891,ADI,15,"['05030954-1', '04983929-2']",
6028481,ADI,2,"['05418386-1', '04855684-1', '05124596-1']",
6009753,ADI,16,"['03882484-1', '05326726-1', '05345824-1', '05314572-1']",
6181118,ADI,32,"['05966041-1', '06181118-3', '06169442-1']",
6172636,ADI,7,"['05550492-1', '05861831-4']",
6172569,ADI,16,"['06172569-2', '05262685-2']",
6699356,AMAT,5,"['04933743-2', '05957648-1']",
6660659,AMAT,5,"['05910011-1', '04456800-1', '06660659-1', '06660659-2']",
6660656,AMAT,39,"['05158644-1', '05260236-2', '06054379-4', '05178739-1', '06303523-8', '03986255-1', '06054379-3', '05308417-5', '06093966-5', '05968324-4', '06245690-4']",
6660622,AMAT,23,"['06110530-5', '05072288-2', '06110530-2', '06498091-3']",
6660135,AMAT,2,"['06086676-2', '06086725-1', '06352620-1', '06207558-1', '06352620-2']",
6660134,AMAT,5,"['05178739-2', '05690795-1', '06042700-1', '05467220-1']",
6660127,AMAT,4,"['04456800-1', '06069086-1', '06074954-1', '05801386-1']",
6660126,AMAT,53,"['06079356-2', '06299692-4', '06551929-5', '06218301-2', '05837058-2', '06461435-9', '05587428-4']",
6659842,AMAT,2,"['06159073-1', '06159073-3', '06280289-2', '04953982-2']",
6659849,AMAT,0,"['05292399-2', '06033290-1', '04953982-2', '05761023-5']",
6659331,AMAT,5,"['06565984-2', '06129603-1', '06151203-10', '06024393-6', '06565984-4']",
6699115,AMAT,11,"['05795215-3', '05921855-1']",
6658763,AMAT,3,"['06182376-1', '05810931-3', '05003266-2', '04581815-1']",
6657726,AMAT,1,"['06159073-3', '06265026-1']",
6657714,AMAT,9,"['06366352-1', '06122046-1', '06124924-2']",
6656842,AMAT,12,"['05292399-2', '04149640-1', '06299698-1', '05795215-3', '05761023-5']",
6656840,AMAT,10,"['05441568-2', '05851602-3', '06656840-6', '06451686-3', '06656840-1', '06127263-1']",
6656837,AMAT,27,"['06656837-3', '05812403-2', '06017144-2', '05705921-1']",
6656286,AMAT,1,"['05308417-5', '04585730-1']",
6656535,AMAT,2,"['06565984-2', '05923979-3', '05940718-2']",
6656831,AMAT,7,"['04769785-1', '03971436-1']",
6698991,AMAT,4,"['03870826-2', '05957648-1']",
6656028,AMAT,2,"['06413356-2', '06413356-3', '04806202-2']",
6653373,AMAT,0,"['06324802-1', '06653373-2']",
6653242,AMAT,16,"['04149640-1', '06074546-1', '05761023-5', '06299741-2']",
6653237,AMAT,1,"['06037265-1', '05081002-4', '04933743-2', '05851926-3']",
6652713,AMAT,2,"['05114780-3', '05948986-1', '06652713-3', '04627288-3', '06652713-2']",
6652712,AMAT,9,"['05965463-1', '04690862-1', '06652712-6', '05187454-5', '06652712-5', '06652712-7', '06586886-9', '06652712-9', '05423918-3']",
6652355,AMAT,28,"['06159073-1', '06159073-3', '06280289-2']",
6652368,AMAT,2,"['04009400-2', '05681215-1', '05205082-1']",
6649532,AMAT,2,"['06080529-6', '05373734-1', '06455431-2', '05968324-4', '06136211-11']",
6649075,AMAT,3,"['06649075-3', '06535779-6', '06649075-1']",
6648740,AMAT,5,"['05738574-5', '04872947-8', '05795215-3']",
6648730,AMAT,10,"['06648730-2', '04806202-2']",
6648588,AMAT,0,"['06244931-2', '04499691-1']",
6696365,AMAT,7,"['05851926-1', '06270634-2', '05081002-4', '06322716-2']",
6647918,AMAT,1,"['05605637-2', '05296094-1', '05891350-7', '05702530-3', '04201152-1', '05376223-1']",
6646276,AMAT,5,"['06559454-4', '06646276-3', '04690604-6', '05920076-3']",
6646235,AMAT,6,"['04939739-3', '06066836-2', '05326725-9', '06218301-2', '04486511-1', '06024393-4']",
6645884,AMAT,9,"['06026762-1', '06066836-2', '05326725-9', '06218301-2', '04486511-1', '06063440-3']",
6645550,AMAT,8,"['05780360-1', '04581815-1', '05604376-3']",
6645303,AMAT,5,"['05844195-2', '06019848-2', '05968587-1', '05520969-2']",
6645061,AMAT,15,"['05984769-1', '05292399-2', '05164565-1', '05921855-1']",
6645050,AMAT,1,"['05525766-2', '05549644-6']",
6696362,AMAT,3,"['05748434-1', '04489102-1', '06696362-3']",
6642637,AMAT,3,"['05199917-2', '05798524-3']",
6642489,AMAT,0,"['05605603-1', '05497401-1', '05332443-7', '05128797-2', '04134504-2']",
6642151,AMAT,1,"['05851926-1', '06270634-2', '06069086-1']",
6642127,AMAT,8,"['05851926-1', '06270634-2', '05081002-4', '06069086-1']",
6641697,AMAT,13,"['05756400-9', '05540824-3', '05373734-1', '06080529-7', '05904778-2']",
6640151,AMAT,50,"['04393663-1', '04037111-4']",
6639783,AMAT,5,"['04301324-1', '04940508-1', '06055150-5']",
6639231,AMAT,2,"['06639231-3', '06639231-2', '06639231-1']",
6639227,AMAT,7,"['06639227-2', '04916322-1']",
6639201,AMAT,6,"['06122046-1', '06639201-2']",
6638886,AMAT,1,"['05083865-4', '05100355-2']",
6638874,AMAT,1,"['06559074-5', '06069086-1', '06638874-1', '06638874-2']",
6638810,AMAT,23,"['06204203-5', '06319766-1', '05271264-1']",
6638143,AMAT,8,"['05292399-2', '06146259-4', '05256599-2', '06299741-2', '06265026-1']",
6635583,AMAT,22,"['05441568-2', '06355571-2', '05851602-3', '05792269-4', '06451686-3']",
6635578,AMAT,3,"['04456800-1', '06008139-2', '05540800-1']",
6635577,AMAT,3,"['05540824-3', '06085688-3', '06559074-5', '05451784-1']",
